;pharmacie;lien;adresse;coordonnee;telephone
731;Pharmacie Mohamed Guessous;https://www.telecontact.ma/annonceur/pharmacie-mohamed-guessous-/2217228/casablanca.php; Lot. Missimi, rue 20 n°7, bd. Oued Abi Raqraq;33.56644305837954, -7.673220946960441;05 22 89 03 79 
732;Pharmacie Mohamed Zefzaf;https://www.telecontact.ma/annonceur/pharmacie-mohamed-zefzaf-/3153753/casablanca.php; lotiss. Alhadika, imm. 11, n° 41, 2° tranche;33.5785, -7.59373;05 22 70 03 67 
733;Pharmacie Mohammed V;https://www.telecontact.ma/annonceur/pharmacie-mohammed-v-/0294200/casablanca.php; 49, rue Abbasides - ex Abyssinie ;33.5742, -7.60669;05 22 28 05 87 
734;Pharmacie Mokhtar Soussi;https://www.telecontact.ma/annonceur/pharmacie-mokhtar-soussi-/3072995/casablanca.php; hay Mabrouka, rue 16 n°64;33.56713362063605, -7.56671277262808;05 22 38 99 97 
735;Pharmacie Moncef;https://www.telecontact.ma/annonceur/pharmacie-moncef-/0294600/casablanca.php; 76, bd Chefchaouni ;33.6132, -7.53154;05 22 35 34 80 
736;Pharmacie Morjana;https://www.telecontact.ma/annonceur/pharmacie-morjana-/3079389/casablanca.php; 15, lotiss. Communal , Sidi Maârouf;33.52326388889, -7.644858333333;05 22 32 19 31 
737;Pharmacie Morsad;https://www.telecontact.ma/annonceur/pharmacie-morsad-/3058288/casablanca.php; 93, lotiss. Bouchra , rte 1100 Sidi Maârouf Ouled Haddou;33.515576607606796, -7.6383924844299145;05 22 32 19 29 
738;Pharmacie Mosquée Hassan II;https://www.telecontact.ma/annonceur/pharmacie-mosqu-e-hassan-ii-/3054783/casablanca.php; 116, bd Sour Jdid ;33.6075, -7.62897;05 22 20 44 23 
739;Pharmacie Mouad;https://www.telecontact.ma/annonceur/pharmacie-mouad-/3276570/casablanca.php; 59, bd de Berrechid ;33.552022, -7.595595;05 22 50 89 14 
740;Pharmacie Moubaraka;https://www.telecontact.ma/annonceur/pharmacie-moubaraka-/3079030/casablanca.php; cité Sidi Bernoussi, 6, bloc 1, hay Moubaraka;33.61552252217637, -7.5031490402207055;05 22 76 76 41 
741;Pharmacie Moueden;https://www.telecontact.ma/annonceur/pharmacie-moueden-/3039626/casablanca.php; bd Ahl Loghlam, mag. 1;33.5984, -7.4981;05 22 76 57 62 
742;Pharmacie Mouhssine;https://www.telecontact.ma/annonceur/pharmacie-mouhssine-/2110259/casablanca.php; 834, avenue du Deux Mars Inara I;33.536531970, -7.596933120;05 22 21 09 76 
743;Pharmacie Moujamaâ Andalous;https://www.telecontact.ma/annonceur/pharmacie-moujama-andalous-/3149835/casablanca.php; lot. Salmia II, grp. d'habitation AlAndalous GH5 rue 4 n°11/13;33.5407933389621, -7.55377413290023;05 22 38 30 06 
744;Pharmacie Moukdad Lahrizi;https://www.telecontact.ma/annonceur/pharmacie-moukdad-lahrizi-/1498600/casablanca.php; 153, avenue Makdad Lahrizi ;33.5404, -7.56809;05 22 37 37 35 
745;Pharmacie Moukrim;https://www.telecontact.ma/annonceur/pharmacie-moukrim-/3006091/casablanca.php; lotiss. Mandarona, rue 30 n°60, Hay Inara I (Aïn Chok);33.53091694204352, -7.615604326708622;05 22 21 39 75 
746;Pharmacie Moulay;https://www.telecontact.ma/annonceur/pharmacie-moulay-/3208790/casablanca.php; 64, rue Bachir El Ibrahimi-ex Quinconces ;33.584072094107015, -7.6025226541076565;05 22 31 32 61 
747;Pharmacie Moulay Ahmed;https://www.telecontact.ma/annonceur/pharmacie-moulay-ahmed-/3313476/casablanca.php; lotiss. Jnane Louz, lot 1 unité 6 Oulad Azouz;33.53430168830428, -7.706111796377627;05 22 65 86 08 
748;Pharmacie Moulay Cherif;https://www.telecontact.ma/annonceur/pharmacie-moulay-cherif-/0280300/casablanca.php; 1, rue Abou Ali Kali ;33.59371087288063, -7.566207609677768;05 22 62 02 26 
749;Pharmacie Moulay Driss;https://www.telecontact.ma/annonceur/pharmacie-moulay-driss-/2110232/casablanca.php; hay El Farah, rue 50 n°25;33.56886261140457, -7.586792648934988;05 22 81 16 73 
750;Pharmacie Moulay Idriss 1er;https://www.telecontact.ma/annonceur/pharmacie-moulay-idriss-1er-/2110272/casablanca.php; 60 Bis, bd Moulay Idriss 1er ;33.5727814554729, -7.613350058838124;05 22 28 04 65 
751;Pharmacie Moulay Ismaïl;https://www.telecontact.ma/annonceur/pharmacie-moulay-ismaol-/2171724/casablanca.php; 286, bd Moulay Ismaïl ;33.59901727514844, -7.570831606175696;05 22 40 48 27 
752;Pharmacie Moulay Rachid;https://www.telecontact.ma/annonceur/pharmacie-moulay-rachid-/2110063/casablanca.php; avenue du Cdt Driss Lharti - ex A, grp.I n°24;33.5685, -7.53458;05 22 72 41 39 
753;Pharmacie Moulay Slimane;https://www.telecontact.ma/annonceur/pharmacie-moulay-slimane-/2197074/casablanca.php; 118, bd Moulay Slimane Aïn Sebaâ;33.619097790, -7.539306480;05 22 34 34 02 
754;Pharmacie Moulay Youssef;https://www.telecontact.ma/annonceur/pharmacie-moulay-youssef-/0294500/casablanca.php; 139, bd Moulay Youssef ;33.59868525031257, -7.632434978104906;05 22 22 27 25 
755;Pharmacie Moumen;https://www.telecontact.ma/annonceur/pharmacie-moumen-/2171747/casablanca.php; derb Fokara, rue 31, n°47-51;33.56446735075429, -7.604626133613592;05 22 82 69 00 
756;Pharmacie Mounia;https://www.telecontact.ma/annonceur/pharmacie-mounia-/3058486/casablanca.php; 66, lotiss. Essada II , Ouled Haddou;33.51109582364306, -7.651244929252584;05 22 97 48 40 
757;Pharmacie Mounir;https://www.telecontact.ma/annonceur/pharmacie-mounir-/3115918/casablanca.php; hay Alwalaa, tranche 6 sect. 1 imm. 21 n°4;33.575395755046536, -7.529840781860344;05 22 70 37 97 
758;Pharmacie Moussaoui;https://www.telecontact.ma/annonceur/pharmacie-moussaoui-/1616400/casablanca.php; hay Rahma, kiss. Errahma 1rue 1, n°18;33.562530200331, -7.536803619137486;05 22 70 01 68 
759;Pharmacie Moutrane;https://www.telecontact.ma/annonceur/pharmacie-moutrane-/0288800/casablanca.php; 189, rue du Tafilalt -ex Docteur Gieure ;33.603386, -7.627438;05 22 22 18 45 
760;Pharmacie Murdoch;https://www.telecontact.ma/annonceur/pharmacie-murdoch-/2110219/casablanca.php; 17, rue du Parc place Murdoch;33.5931, -7.62225;05 22 20 06 64 
761;Pharmacie Mçalla;https://www.telecontact.ma/annonceur/pharmacie-m-alla-/0293400/casablanca.php; 84, bd de Témara bloc 13, n°1;33.549, -7.59969;05 22 21 48 13 
762;Pharmacie Médiouna;https://www.telecontact.ma/annonceur/pharmacie-m-diouna-/0293500/casablanca.php; 866, bd Mohammed VI ;33.552535320, -7.590169080;05 22 28 49 79 
763;Pharmacie Ménara;https://www.telecontact.ma/annonceur/pharmacie-m-nara-/1567400/casablanca.php; derb El Miter I, rue 1 n°9;33.568727319669435, -7.609200223739663;05 22 28 40 23 
764;Pharmacie Nabila;https://www.telecontact.ma/annonceur/pharmacie-nabila-/3055863/casablanca.php; bd du Fouarat ang. Ouled Ziane, n°13, lot. Ghizlane;33.574, -7.57356;05 22 63 69 09 
765;Pharmacie Nadia;https://www.telecontact.ma/annonceur/pharmacie-nadia-/2122813/casablanca.php; quartier Lissasfa II (route d'El Jadida), bloc A n°347;33.531866671286444, -7.672178370382653;05 22 65 06 65 
766;Pharmacie Nadir;https://www.telecontact.ma/annonceur/pharmacie-nadir-/3319929/casablanca.php; 3, bd Al Abtal, Q. Guynmer, hay Arraha;NO COORDINATES;05 22 25 09 43 
767;Pharmacie Nador;https://www.telecontact.ma/annonceur/pharmacie-nador-/2129494/casablanca.php; 3, rue de l' Hérault ;33.5574058991713, -7.611747970529016;05 22 28 05 76 
768;Pharmacie Nagjir;https://www.telecontact.ma/annonceur/pharmacie-nagjir-/2203566/casablanca.php; lot. El Mouahidine, lot.334 bd la Grande Ceinture;33.58846726476099, -7.546299192532467;05 22 66 36 43 
769;Pharmacie Naguib;https://www.telecontact.ma/annonceur/pharmacie-naguib-/2185285/casablanca.php; 334, avenue Oued Daoura ;33.54679795594154, -7.681270256214134;05 22 89 28 27 
770;Pharmacie Najd;https://www.telecontact.ma/annonceur/pharmacie-najd-/0294700/casablanca.php; 1 Bis, rue Ibn Chahid - ex Rigaud ;33.5787, -7.6346;05 22 25 60 64 
771;Pharmacie Napoleon;https://www.telecontact.ma/annonceur/pharmacie-napoleon-/3111829/casablanca.php; 1, rue d' Oradour sur Glane ;33.562654450022954, -7.636220594202799;05 22 25 08 84 
772;Pharmacie Narcisses;https://www.telecontact.ma/annonceur/pharmacie-narcisses-/2197653/casablanca.php; hay Salama III, grp.4 bloc A lot.7;33.56018497499511, -7.557467198153745;05 22 38 63 20 
773;Pharmacie Narjis;https://www.telecontact.ma/annonceur/pharmacie-narjis-/1400900/casablanca.php; 141, bd Yacoub El Mansour ;33.57361183073418, -7.645013623629142;05 22 25 00 74 
774;Pharmacie Nasma;https://www.telecontact.ma/annonceur/pharmacie-nasma-/1223500/casablanca.php; 205, rue des Sraghnas (nouv. médina) ;33.56436665449351, -7.597823744137641;05 22 28 08 74 
775;Pharmacie Nasri;https://www.telecontact.ma/annonceur/pharmacie-nasri-/3085908/casablanca.php; hay Hassani, bloc 2, n°75 bis cité Commune Urbaine;33.562002091995716, -7.672472274085294;05 22 93 28 74 
776;Pharmacie Nasser;https://www.telecontact.ma/annonceur/pharmacie-nasser-/0294800/casablanca.php; derb Sidi Maarouf IV (El Fida), rue 48 n°11;33.561755848280285, -7.6044817881133895;05 22 28 02 26 
777;Pharmacie Nassim Islane;https://www.telecontact.ma/annonceur/pharmacie-nassim-islane-/3279847/casablanca.php; 318, hay Nassim, Islane;33.51445505683616, -7.666007543630826;05 22 93 85 98 
778;Pharmacie Nassime;https://www.telecontact.ma/annonceur/pharmacie-nassime-/1171100/casablanca.php; 130, bd Ambassadeur Ben Aïcha ;33.5999362186051, -7.588839631211711;05 22 24 26 71 
779;Pharmacie Nationale Diouri;https://www.telecontact.ma/annonceur/pharmacie-nationale-diouri-/0294900/casablanca.php; 396, bd El Fida ;33.570732870, -7.600641480;05 22 28 12 96 
780;Pharmacie Naïma;https://www.telecontact.ma/annonceur/pharmacie-naoma-/0290100/casablanca.php; 124, bd Sidi Abderrahman, derb Elhouria bloc 211;33.597505530, -7.603234560;05 22 90 31 00 
781;Pharmacie Nejma;https://www.telecontact.ma/annonceur/pharmacie-nejma-/2216335/casablanca.php; derb Nejma, bloc 415 n°902;33.57454957680463, -7.676419742582766;05 22 89 54 35 
782;Pharmacie Nejmat Sidi Moumen;https://www.telecontact.ma/annonceur/pharmacie-nejmat-sidi-moumen-/3321702/casablanca.php; hay Sidi Moumen, programme nejmat sidi moumen GH1, imm n°3;NO COORDINATES;05 22 74 80 14 
783;Pharmacie Nice;https://www.telecontact.ma/annonceur/pharmacie-nice-/3098405/casablanca.php; 1, avenue de Nice ;33.5983, -7.64958;05 22 94 93 39 
784;Pharmacie Nigelle;https://www.telecontact.ma/annonceur/pharmacie-nigelle-/3171781/casablanca.php; quartier Oulad Taleb, rue 18 n°36;33.53338031653804, -7.616745156671868;05 22 87 17 70 
785;Pharmacie Nisrine;https://www.telecontact.ma/annonceur/pharmacie-nisrine-/2156076/casablanca.php; avenue du Dix Mars, bloc 50 n°80;33.56658458094873, -7.572862314430957;05 22 57 77 03 
786;Pharmacie Noon;https://www.telecontact.ma/annonceur/pharmacie-noon-/3003072/casablanca.php; 12, rue Abdelkrim El Yazighi ;33.5872, -7.57982;05 22 63 71 02 
787;Pharmacie Nouamani;https://www.telecontact.ma/annonceur/pharmacie-nouamani-/2160638/casablanca.php; quartier Lissasfa III (route d'El Jadida), bloc E n°139, km 9;33.52902711757329, -7.675831539060937;05 22 65 12 42 
788;Pharmacie Nouamania;https://www.telecontact.ma/annonceur/pharmacie-nouamania-/3300796/casablanca.php; quartier Ahl Loghlam, km. 10 résid. Nouamania lot. n°17;NO COORDINATES;05 22 75 90 80 
789;Pharmacie Nouassi;https://www.telecontact.ma/annonceur/pharmacie-nouassi-/3110964/casablanca.php; route 110 (bd Chefchaouni), rue 3 n°1;33.6117, -7.53087;05 22 35 51 79 
790;Pharmacie Noufissa;https://www.telecontact.ma/annonceur/pharmacie-noufissa-/3122546/casablanca.php; 2, c.com. Soufiane , Sidi Maârouf;33.522297009184626, -7.6517259852871575;05 22 58 14 97 
791;Pharmacie Nour;https://www.telecontact.ma/annonceur/pharmacie-nour-/2216944/casablanca.php; 10 B, bd Yacoub El Mansour ang. bd Sidi Abderrahmane;33.567394409536206, -7.657189805290373;05 22 36 89 11 
792;Pharmacie Nour Al Mostakbal;https://www.telecontact.ma/annonceur/pharmacie-nour-al-mostakbal-/3288318/casablanca.php; lotiss. Al Moustakbal, GH49 imm.3A 445 n°3;NO COORDINATES;05 22 33 51 91 
793;Pharmacie Nour Alhouda;https://www.telecontact.ma/annonceur/pharmacie-nour-alhouda-/3085711/casablanca.php; hay El Oulfa, Lotiss. Yassine , lot 55 n°3;33.543281524464504, -7.683909277148473;05 22 89 89 56 
794;Pharmacie Nouvelle;https://www.telecontact.ma/annonceur/pharmacie-nouvelle-/0295200/casablanca.php; 16, bd de la Liberté ;33.58725940339695, -7.612048138821097;05 22 31 47 17 
795;Pharmacie Nouvelle Aïn Borja;https://www.telecontact.ma/annonceur/pharmacie-nouvelle-aon-borja-/0885000/casablanca.php; 136 Bis, bd Ibn Tachfine ;33.5877, -7.59765;05 22 62 17 60 
796;Pharmacie Nouvelle Ere;https://www.telecontact.ma/annonceur/pharmacie-nouvelle-ere-/3098411/casablanca.php; rue Choukri Mustapha Petchou, bloc 15, n°1;33.58467146266104, -7.648561843170055;05 22 94 53 47 
797;Pharmacie Nouzha;https://www.telecontact.ma/annonceur/pharmacie-nouzha-/2167091/casablanca.php; 602, bd Oued Oum Errabia ;33.5539, -7.68843;05 22 90 17 15 
798;Pharmacie Océania;https://www.telecontact.ma/annonceur/pharmacie-oc-ania-/0885200/casablanca.php; 146, avenue Reda Guédira -ex Nil ;33.55239388674341, -7.578726365605405;05 22 37 23 75 
799;Pharmacie Océanic;https://www.telecontact.ma/annonceur/pharmacie-oc-anic-/3039567/casablanca.php; 313, route Zenata ;33.62083610090128, -7.530997485550125;05 22 67 35 31 
800;Pharmacie Odyssée;https://www.telecontact.ma/annonceur/pharmacie-odyss-e-/3053987/casablanca.php; 15 Bis, rue Tanane - ex Colibris, Ferme Bretonne;33.5629, -7.64723;05 22 25 52 63 
801;Pharmacie Okba Ibn Nafii;https://www.telecontact.ma/annonceur/pharmacie-okba-ibn-nafii-/3061041/casablanca.php; hay Adil, rue 5 n°11;33.580837532049294, -7.569056371194392;05 22 63 68 95 
802;Pharmacie Oliveri;https://www.telecontact.ma/annonceur/pharmacie-oliveri-/2211038/casablanca.php; 55 A, rue Othman ben Affan -ex Lafuente ;33.58523335570323, -7.623719704413107;05 22 27 36 57 
803;Pharmacie Olympia;https://www.telecontact.ma/annonceur/pharmacie-olympia-/0295400/casablanca.php; 55, rue de Sijilmassa ;33.592404067517904, -7.592339858972869;05 22 24 63 75 
804;Pharmacie Omar Bnou ElKhattab;https://www.telecontact.ma/annonceur/pharmacie-omar-bnou-elkhattab-/2196948/casablanca.php; hay Omar Ibn Khattab rue 13, n°158;33.564914316621106, -7.582202529689084;05 22 83 71 29 
805;Pharmacie Omariya;https://www.telecontact.ma/annonceur/pharmacie-omariya-/3023186/casablanca.php; lot. Omariya, Mosquée Omariya rue 49;33.53353059529275, -7.608188437114537;05 22 52 36 29 
806;Pharmacie Onyx;https://www.telecontact.ma/annonceur/pharmacie-onyx-/2222369/casablanca.php; bd de la Grande Ceinture (A.Diab) ex S. Abderrahman, lotiss. Salaj, lot. n°9, villa 75;33.58214955199567, -7.675263710497347;05 22 79 81 37 
807;Pharmacie Onzac;https://www.telecontact.ma/annonceur/pharmacie-onzac-/3158143/casablanca.php; quartier Aïn Diab, 168 lotiss. Sindibad;33.582772173752474, -7.685153758307706;05 22 79 78 74 
808;Pharmacie Orjouane;https://www.telecontact.ma/annonceur/pharmacie-orjouane-/3115697/casablanca.php; 122, rue El Ourjouane ;33.5675, -7.65247;05 22 36 22 20 
809;Pharmacie Oscar;https://www.telecontact.ma/annonceur/pharmacie-oscar-/3073156/casablanca.php; hay Andalous 3, rue 7 n°121;33.55644973536053, -7.605732806204287;05 22 52 04 46 
810;Pharmacie Othmane;https://www.telecontact.ma/annonceur/pharmacie-othmane-/2153296/casablanca.php; quartier Lissasfa III (route d'El Jadida), lot. 12 bloc C;33.53161123600564, -7.672775700263969;05 22 65 08 59 
811;Pharmacie Otmane Rochd;https://www.telecontact.ma/annonceur/pharmacie-otmane-rochd-/3275647/casablanca.php; quartier Ahl Loghlam, Annassi ext grp 10 n°161;33.58455753282046, -7.500995969554197;05 22 75 27 27 
812;Pharmacie Otmani;https://www.telecontact.ma/annonceur/pharmacie-otmani-/2156204/casablanca.php; hay Massira II, rue 20 n° 114;33.57276096563505, -7.547607397815;05 22 70 34 73 
813;Pharmacie Ottour;https://www.telecontact.ma/annonceur/pharmacie-ottour-/3115838/casablanca.php; hay Sidi Moumen, c.com. Ottour n°3;33.59536721582623, -7.506633972903501;05 22 75 47 48 
814;Pharmacie Ouadoudy;https://www.telecontact.ma/annonceur/pharmacie-ouadoudy-/3149686/casablanca.php; hay Nassim, projet Yasmine imm. 400 n°2;33.526607280500386, -7.66150746745609;05 22 89 68 89 
815;Pharmacie Oued Addahab;https://www.telecontact.ma/annonceur/pharmacie-oued-addahab-/3153759/casablanca.php; lot. Anassi, bloc 36, n° 140, Ahl Loghlam;33.5869, -7.50148;05 22 75 75 51 
816;Pharmacie Oued Beht;https://www.telecontact.ma/annonceur/pharmacie-oued-beht-/2110248/casablanca.php; 2, avenue Oued Beht - ex B, grp. B;33.55852080387655, -7.677832419198562;05 22 90 51 03 
817;Pharmacie Oued ElMakhazine;https://www.telecontact.ma/annonceur/pharmacie-oued-elmakhazine-/3034033/casablanca.php; Hay Inara I, résid. Oued ElMakhazine n°1;33.529697305899205, -7.596699869414579;05 22 52 70 17 
818;Pharmacie Oued Tansift;https://www.telecontact.ma/annonceur/pharmacie-oued-tansift-/3033206/casablanca.php; hay ElAlia I, rue 27 n°94 bis;33.55166435441123, -7.687092995425473;05 22 93 43 34 
819;Pharmacie Oued Zem;https://www.telecontact.ma/annonceur/pharmacie-oued-zem-/2110187/casablanca.php; 69, avenue Oued Zem, q.Jawadi;33.5524, -7.58457;05 22 38 59 36 
820;Pharmacie Ouled Haddou;https://www.telecontact.ma/annonceur/pharmacie-ouled-haddou-/2110070/casablanca.php;" hay ElNajah , bloc""B"" n°77 Sidi Maârouf";33.514567989029295, -7.653246263690221;05 22 33 51 00 
821;Pharmacie Ouled Ziane;https://www.telecontact.ma/annonceur/pharmacie-ouled-ziane-/2110039/casablanca.php; 1260, bd El Fida Prolongé, Aïn Chifa III;33.565406040, -7.609055400;05 22 85 29 59 
822;Pharmacie Oulmès;https://www.telecontact.ma/annonceur/pharmacie-oulm-s-/1422700/casablanca.php; 2, bd Ghandi, résid.Elmansour;33.57204363087769, -7.648863806896202;05 22 36 08 06 
823;Pharmacie Oum Al Qora;https://www.telecontact.ma/annonceur/pharmacie-oum-al-qora-/3077085/casablanca.php; 16, bd Moulay Hicham - ex Capucines ;33.578, -7.55346;05 22 72 83 72 
824;Pharmacie Oum El Kheir;https://www.telecontact.ma/annonceur/pharmacie-oum-el-kheir-/3079382/casablanca.php; 147, lotiss. Communal , n°2 Sidi Maârouf;33.52159096410925, -7.643186502335993;05 22 97 52 93 
825;Pharmacie Oum ElBanine;https://www.telecontact.ma/annonceur/pharmacie-oum-elbanine-/0295600/casablanca.php; 145, rue des Sraghnas (nouv. médina) ;33.5678020163137, -7.599732613052849;05 22 28 06 92 
826;Pharmacie Oum Errabii;https://www.telecontact.ma/annonceur/pharmacie-oum-errabii-/2110052/casablanca.php; 49, bd Oued Oum Errabia ;33.5677, -7.66741;05 22 90 88 72 
827;Pharmacie Oum L'Ghaite;https://www.telecontact.ma/annonceur/pharmacie-oum-l-ghaite-/3228587/casablanca.php; hay Sidi Moumen, lot. Tissir rue n°4 n°92 Tacharouk;33.57180000735221, -7.5113090632164585;05 22 70 08 85 
828;Pharmacie Oumnia;https://www.telecontact.ma/annonceur/pharmacie-oumnia-/0295700/casablanca.php; 439, bd Aba Chouaïb Doukali, hay Elfarah;33.566804542869306, -7.587021479541544;05 22 81 17 38 
829;Pharmacie Oussama;https://www.telecontact.ma/annonceur/pharmacie-oussama-/2146394/casablanca.php; hay El Qods 18, imm Moubaraka n°25;33.614726523287835, -7.5002234933579075;05 22 73 57 37 
830;Pharmacie Ouzineb;https://www.telecontact.ma/annonceur/pharmacie-ouzineb-/1455100/casablanca.php; 161, bd Oqba Bnou Nafiaa ;33.5824, -7.56742;05 22 62 00 95 
831;Pharmacie Oxygène;https://www.telecontact.ma/annonceur/pharmacie-oxyg-ne-/3094591/casablanca.php; 1 Bis, bd Oulad Haddou ang. bd Panoramique, quartier Crêtes;33.55091739031117, -7.610837187341303;05 22 52 07 74 
832;Pharmacie Panorama;https://www.telecontact.ma/annonceur/pharmacie-panorama-/3098573/casablanca.php; cité Sidi Bernoussi, Panorama Tranche 4, bloc 6;33.59935596079887, -7.491693325518099;05 22 76 71 57 
833;Pharmacie Panoramique;https://www.telecontact.ma/annonceur/pharmacie-panoramique-/0295900/casablanca.php; 150, bd Panoramique ;33.55583922482025, -7.597999315572746;05 22 21 14 26 
